id,label,timeset,weight<total_link_strength>,score<citations>,score<pub._year>,weight<links>,weight<citations>,cluster,description,url
904,allen (2014),,347,6,2014,236,6,2,"<table><tr><td>Authors:</td><td>allen, fl; ashworth, aj; sams, ce; saxton, am; tyler, dd; wight, jp</td></tr><tr><td>Title:</td><td>soil organic carbon sequestration rates under crop sequence diversity, bio-covers, and no-tillage</td></tr><tr><td>Source:</td><td>soil science society of america journal, 78(5), 1726-1733</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.2136/sssaj2013.09.0422
905,zeman (2014),,535,7,2014,193,7,4,"<table><tr><td>Authors:</td><td>zeman, f</td></tr><tr><td>Title:</td><td>reducing the cost of ca-based direct air capture of co2</td></tr><tr><td>Source:</td><td>environmental science & technology, 48(19), 11730-11735</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/es502887y
906,martinez-escandell (2014),,86,13,2014,69,13,4,"<table><tr><td>Authors:</td><td>martinez-escandell, m; rodriguez-reinoso, f; silvestre-albero, a; silvestre-albero, j</td></tr><tr><td>Title:</td><td>micro/mesoporous activated carbons derived from polyaniline: promising candidates for co2 adsorption</td></tr><tr><td>Source:</td><td>industrial & engineering chemistry research, 53(40), 15398-15405</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/ie5013129
907,lal (2014),,903,21,2014,211,21,6,"<table><tr><td>Authors:</td><td>lal, r; lorenz, k</td></tr><tr><td>Title:</td><td>biochar application to soil for climate change mitigation by soil organic carbon sequestration</td></tr><tr><td>Source:</td><td>journal of plant nutrition and soil science, 177(5), 651-670</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/jpln.201400058
908,azapagic (2014),,57,9,2014,52,9,3,"<table><tr><td>Authors:</td><td>azapagic, a; barteczko-hibbert, c; binns, m; bonis, i; theodoropoulos, c</td></tr><tr><td>Title:</td><td>a multi-period mixed-integer linear optimisation of future electricity supply considering life cycle costs and environmental impacts</td></tr><tr><td>Source:</td><td>applied energy, 133, 317-334</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.07.066
909,dalla corte (2014),,12,1,2014,12,1,1,"<table><tr><td>Authors:</td><td>dalla corte, ap; doubrawa, b; hentz, amk; sanquetta, cr</td></tr><tr><td>Title:</td><td>co2 removal associated to the dynamics of land cover in the iguassu river watershed, brazil, during 2000-2010</td></tr><tr><td>Source:</td><td>interciencia, 39(8), 562-569</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",
910,alkhabbaz (2014),,528,43,2014,108,43,4,"<table><tr><td>Authors:</td><td>alkhabbaz, ma; bollini, p; foo, gs; jones, cw; sievers, c</td></tr><tr><td>Title:</td><td>important roles of enthalpic and entropic contributions to co2 capture from simulated flue gas and ambient air using mesoporous silica grafted amines</td></tr><tr><td>Source:</td><td>journal of the american chemical society, 136(38), 13170-13173</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/ja507655x
911,xie (2014),,321,2,2014,232,2,2,"<table><tr><td>Authors:</td><td>xie, zk; zhang, lh; zhao, rf</td></tr><tr><td>Title:</td><td>response of soil properties and c dynamics to land-use change in the west of loess plateau</td></tr><tr><td>Source:</td><td>soil science and plant nutrition, 60(4), 586-597</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1080/00380768.2014.922407
912,de (2014),,68,8,2014,52,8,3,"<table><tr><td>Authors:</td><td>de, s; jana, k</td></tr><tr><td>Title:</td><td>biomass integrated gasification combined cogeneration with or without co2 capture - a comparative thermodynamic study</td></tr><tr><td>Source:</td><td>renewable energy, 72, 243-252</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.renene.2014.07.027
913,akgul (2014),,180,13,2014,111,13,3,"<table><tr><td>Authors:</td><td>akgul, o; mac dowell, n; papageorgiou, lg; shah, n</td></tr><tr><td>Title:</td><td>a mixed integer nonlinear programming (minlp) supply chain optimisation framework for carbon negative electricity generation using biomass to energy with ccs (beccs) in the uk</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 28, 189-202</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ijggc.2014.06.017
914,li (2014),,407,12,2014,290,12,2,"<table><tr><td>Authors:</td><td>li, jq; liu, w; mi, j; sang, t; yang, wh; yan, j</td></tr><tr><td>Title:</td><td>carbon sequestration by miscanthus energy crops plantations in a broad range semi-arid marginal land in china</td></tr><tr><td>Source:</td><td>science of the total environment, 496, 373-380</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2014.07.047
915,alvim-ferraz (2014),,255,6,2014,176,6,3,"<table><tr><td>Authors:</td><td>alvim-ferraz, mcm; goncalves, al; martins, fg; pires, jcm; simoes, m</td></tr><tr><td>Title:</td><td>effect of light supply on co2 capture from atmosphere by chlorella vulgaris and pseudokirchneriella subcapitata</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 19(7), 1109-1117</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11027-013-9463-1
916,braimoh (2014),,56,0,2014,50,0,6,"<table><tr><td>Authors:</td><td>braimoh, a; oladele, o</td></tr><tr><td>Title:</td><td>potential of agricultural land management activities for increased soil carbon sequestration in africa-a review</td></tr><tr><td>Source:</td><td>applied ecology and environmental research, 12(3), 741-751</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",
918,bodirsky (2014),,443,22,2014,230,22,3,"<table><tr><td>Authors:</td><td>bodirsky, bl; bonsch, m; dietrich, jp; humpenoder, f; klein, d; lotze-campen, h; muller, c; popp, a; stevanovic, m; weindl, i</td></tr><tr><td>Title:</td><td>investigating afforestation and bioenergy ccs as climate change mitigation strategies</td></tr><tr><td>Source:</td><td>environmental research letters, 9(6)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/9/6/064029
919,fu (2014),,53,12,2014,39,12,6,"<table><tr><td>Authors:</td><td>fu, sl; gasco, g; liang, cf; mendez, a; paz-ferreiro, j; zhu, xl</td></tr><tr><td>Title:</td><td>biochar alters the resistance and resilience to drought in a tropical soil</td></tr><tr><td>Source:</td><td>environmental research letters, 9(6)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/9/6/064013
920,shirato (2014),,220,2,2014,184,2,2,"<table><tr><td>Authors:</td><td>shirato, y; yagasaki, y</td></tr><tr><td>Title:</td><td>assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in japan using a process-based model and spatially explicit land-use change inventories - part 2: future potentials</td></tr><tr><td>Source:</td><td>biogeosciences, 11(16), 4443-4457</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.5194/bg-11-4443-2014
921,shirato (2014),,239,4,2014,195,4,2,"<table><tr><td>Authors:</td><td>shirato, y; yagasaki, y</td></tr><tr><td>Title:</td><td>assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in japan using a process-based model and spatially explicit land-use change inventories - part 1: historical trend and validation based on nation-wide soil monitoring</td></tr><tr><td>Source:</td><td>biogeosciences, 11(16), 4429-4442</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.5194/bg-11-4429-2014
922,cassman (2014),,646,98,2014,332,98,2,"<table><tr><td>Authors:</td><td>cassman, kg; gerard, bg; jat, ml; palm, ca; powlson, ds; sanchez, pa; stirling, cm</td></tr><tr><td>Title:</td><td>limited potential of no-till agriculture for climate change mitigation</td></tr><tr><td>Source:</td><td>nature climate change, 4(8), 678-683</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1038/nclimate2292
923,baldy (2014),,97,5,2014,87,5,1,"<table><tr><td>Authors:</td><td>baldy, v; chomel, m; desrochers, a; gauquelin, t; larcheveque, m</td></tr><tr><td>Title:</td><td>non-additive effects of mixing hybrid poplar and white spruce on aboveground and soil carbon storage in boreal plantations</td></tr><tr><td>Source:</td><td>forest ecology and management, 328, 292-299</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2014.05.048
924,faaij (2014),,159,24,2014,96,24,3,"<table><tr><td>Authors:</td><td>faaij, a; meerman, h; ramirez, a; schakel, w; talaei, a</td></tr><tr><td>Title:</td><td>comparative life cycle assessment of biomass co-firing plants with carbon capture and storage</td></tr><tr><td>Source:</td><td>applied energy, 131, 441-467</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.06.045
925,anandarajah (2014),,6,18,2014,6,18,3,"<table><tr><td>Authors:</td><td>anandarajah, g; gambhir, a</td></tr><tr><td>Title:</td><td>india's co2 emission pathways to 2050: what role can renewables play?</td></tr><tr><td>Source:</td><td>applied energy, 131, 79-86</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.06.026
926,bauman (2014),,206,1,2014,97,1,5,"<table><tr><td>Authors:</td><td>bauman, sj; costa, mt; fong, mb; franks, pjs; house, bm; perez, em; tan, mh; thornton, ae</td></tr><tr><td>Title:</td><td>augmenting the biological pump the shortcomings of geoengineered upwelling</td></tr><tr><td>Source:</td><td>oceanography, 27(3), 17-23</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",
927,drage (2014),,829,31,2014,182,31,4,"<table><tr><td>Authors:</td><td>drage, tc; liu, h; snape, ce; sun, cg; zhang, wb</td></tr><tr><td>Title:</td><td>capturing co2 from ambient air using a polyethyleneimine-silica adsorbent in fluidized beds</td></tr><tr><td>Source:</td><td>chemical engineering science, 116, 306-316</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ces.2014.05.018
928,badwal (2014),,65,14,2014,57,14,3,"<table><tr><td>Authors:</td><td>badwal, sps; giddey, s; kulkarni, a; munnings, c</td></tr><tr><td>Title:</td><td>biomass to power conversion in a direct carbon fuel cell</td></tr><tr><td>Source:</td><td>international journal of hydrogen energy, 39(23), 12377-12385</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ijhydene.2014.03.255
929,babbitt (2014),,13,11,2014,13,11,3,"<table><tr><td>Authors:</td><td>babbitt, c; ebner, j; hilton, b; williamson, a; winer, m</td></tr><tr><td>Title:</td><td>life cycle greenhouse gas (ghg) impacts of a novel process for converting food waste to ethanol and co-products</td></tr><tr><td>Source:</td><td>applied energy, 130, 86-93</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.04.099
931,klepper (2014),,441,6,2014,215,6,3,"<table><tr><td>Authors:</td><td>klepper, g; rickels, w</td></tr><tr><td>Title:</td><td>climate engineering: economic considerations and research challenges</td></tr><tr><td>Source:</td><td>review of environmental economics and policy, 8(2), 270-289</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1093/reep/reu010
932,bossio (2014),,269,20,2014,203,20,2,"<table><tr><td>Authors:</td><td>bossio, d; sommer, r</td></tr><tr><td>Title:</td><td>dynamics and climate change mitigation potential of soil organic carbon sequestration</td></tr><tr><td>Source:</td><td>journal of environmental management, 144, 83-87</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2014.05.017
933,renn (2014),,89,3,2014,67,3,3,"<table><tr><td>Authors:</td><td>renn, o; scheer, d</td></tr><tr><td>Title:</td><td>public perception of geoengineering and its consequences for public debate</td></tr><tr><td>Source:</td><td>climatic change, 125(3-4), 305-318</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s10584-014-1177-1
935,bugmann (2014),,204,4,2014,139,4,1,"<table><tr><td>Authors:</td><td>bugmann, h; manusch, c; wolf, a</td></tr><tr><td>Title:</td><td>the impact of climate change and its uncertainty on carbon storage in switzerland</td></tr><tr><td>Source:</td><td>regional environmental change, 14(4), 1437-1450</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s10113-014-0586-z
936,clark (2014),,632,10,2014,373,10,2,"<table><tr><td>Authors:</td><td>clark, jm; gougoulias, c; shaw, lj</td></tr><tr><td>Title:</td><td>the role of soil microbes in the global carbon cycle: tracking the below-ground microbial processing of plant-derived carbon for manipulating carbon dynamics in agricultural systems</td></tr><tr><td>Source:</td><td>journal of the science of food and agriculture, 94(12), 2362-2371</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/jsfa.6577
937,jones (2014),,98,13,2014,68,13,6,"<table><tr><td>Authors:</td><td>jones, dl; quilliam, rs</td></tr><tr><td>Title:</td><td>metal contaminated biochar and wood ash negatively affect plant growth and soil quality after land application</td></tr><tr><td>Source:</td><td>journal of hazardous materials, 276, 362-370</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.jhazmat.2014.05.053
938,li (2014),,538,5,2014,241,5,1,"<table><tr><td>Authors:</td><td>li, tj; liu, gb</td></tr><tr><td>Title:</td><td>age-related changes of carbon accumulation and allocation in plants and soil of black locust forest on loess plateau in ansai county, shaanxi province of china</td></tr><tr><td>Source:</td><td>chinese geographical science, 24(4), 414-422</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11769-014-0704-3
939,dai (2014),,145,4,2014,99,4,1,"<table><tr><td>Authors:</td><td>dai, lm; lewis, bj; wei, yw; wu, sn; yu, dp; zhou, l; zhou, wm</td></tr><tr><td>Title:</td><td>biomass carbon storage and its sequestration potential of afforestation under natural forest protection program in china</td></tr><tr><td>Source:</td><td>chinese geographical science, 24(4), 406-413</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11769-014-0702-5
940,gao (2014),,78,35,2014,60,35,1,"<table><tr><td>Authors:</td><td>gao, y; he, np; tian, j; wang, qf; yu, gr; zhu, xj</td></tr><tr><td>Title:</td><td>water use efficiency threshold for terrestrial ecosystem carbon sequestration in china under afforestation</td></tr><tr><td>Source:</td><td>agricultural and forest meteorology, 195, 32-37</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agrformet.2014.04.010
941,huang (2014),,483,3,2014,258,3,2,"<table><tr><td>Authors:</td><td>huang, y; wang, el; wang, gc; xu, jj</td></tr><tr><td>Title:</td><td>soil carbon sequestration potential as affected by management practices in northern china: a simulation study</td></tr><tr><td>Source:</td><td>pedosphere, 24(4), 529-543</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",
942,binkley (2014),,633,8,2014,305,8,1,"<table><tr><td>Authors:</td><td>binkley, d; cook, rl; mendes, jct; stape, jl</td></tr><tr><td>Title:</td><td>soil carbon stocks and forest biomass following conversion of pasture to broadleaf and conifer plantations in southeastern brazil</td></tr><tr><td>Source:</td><td>forest ecology and management, 324, 37-45</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2014.03.019
943,adil (2014),,388,114,2014,114,114,4,"<table><tr><td>Authors:</td><td>adil, k; belmabkhout, y; cairns, a; chen, zj; eddaoudi, m; guillerm, v; shekhah, o</td></tr><tr><td>Title:</td><td>made-to-order metal-organic frameworks for trace carbon dioxide removal and air capture</td></tr><tr><td>Source:</td><td>nature communications, 5</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1038/ncomms5228
944,chen (2014),,360,12,2014,185,12,1,"<table><tr><td>Authors:</td><td>chen, lz; lunstrum, a</td></tr><tr><td>Title:</td><td>soil carbon stocks and accumulation in young mangrove forests</td></tr><tr><td>Source:</td><td>soil biology & biochemistry, 75, 223-232</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.soilbio.2014.04.008
945,sperow (2014),,187,3,2014,114,3,2,"<table><tr><td>Authors:</td><td>sperow, m</td></tr><tr><td>Title:</td><td>an enhanced method for using the ipcc approach to estimate soil organic carbon storage potential on us agricultural soils</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 193, 96-107</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2014.04.031
946,grunhage (2014),,305,32,2014,88,32,6,"<table><tr><td>Authors:</td><td>grunhage, l; kammann, c; koch, c; muller, c; schimmelpfennig, s</td></tr><tr><td>Title:</td><td>biochar, hydrochar and uncarbonized feedstock application to permanent grassland-effects on greenhouse gas emissions and plant growth</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 191, 39-52</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2014.03.027
947,qin (2014),,555,5,2014,272,5,1,"<table><tr><td>Authors:</td><td>qin, yb; xiao, yl; xin, zb; yu, xx</td></tr><tr><td>Title:</td><td>influence of vegetation restoration on topsoil organic carbon in a small catchment of the loess hilly region, china</td></tr><tr><td>Source:</td><td>plos one, 9(6)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0094489
948,jones (2014),,854,23,2014,146,23,4,"<table><tr><td>Authors:</td><td>jones, cw; sakwa-novak, ma</td></tr><tr><td>Title:</td><td>steam induced structural changes of a poly(ethylenimine) impregnated gamma-alumina sorbent for co2 extraction from ambient air</td></tr><tr><td>Source:</td><td>acs applied materials & interfaces, 6(12), 9245-9255</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/am501500q
949,ellison (2014),,104,4,2014,78,4,3,"<table><tr><td>Authors:</td><td>ellison, d; lundblad, m; petersson, h</td></tr><tr><td>Title:</td><td>reforming the eu approach to lulucf and the climate policy framework</td></tr><tr><td>Source:</td><td>environmental science & policy, 40, 1-15</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.envsci.2014.03.004
951,ruthven (2014),,132,4,2014,102,4,4,"<table><tr><td>Authors:</td><td>ruthven, dm</td></tr><tr><td>Title:</td><td>co2 capture: value functions, separative work and process economics</td></tr><tr><td>Source:</td><td>chemical engineering science, 114, 128-133</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ces.2014.04.020
952,bryn (2014),,298,17,2014,187,17,1,"<table><tr><td>Authors:</td><td>bryn, a; de wit, ha; hofgaard, a; karstensen, j; kvalevag, mm; peters, gp</td></tr><tr><td>Title:</td><td>climate warming feedback from mountain birch forest expansion: reduced albedo dominates carbon uptake</td></tr><tr><td>Source:</td><td>global change biology, 20(7), 2344-2355</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcb.12483
953,don (2014),,324,23,2014,207,23,2,"<table><tr><td>Authors:</td><td>don, a; poeplau, c</td></tr><tr><td>Title:</td><td>soil carbon changes under miscanthus driven by c-4 accumulation and c-3 decompostion - toward a default sequestration function</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 6(4), 327-338</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12043
954,bringezu (2014),,79,10,2014,66,10,4,"<table><tr><td>Authors:</td><td>bringezu, s</td></tr><tr><td>Title:</td><td>carbon recycling for renewable materials and energy supply recent trends, long-term options, and challenges for research and development</td></tr><tr><td>Source:</td><td>journal of industrial ecology, 18(3), 327-340</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/jiec.12099
955,babu (2014),,557,8,2014,326,8,2,"<table><tr><td>Authors:</td><td>babu, mbbp; kundu, s; lal, r; singh, ak; srinivasarao, c; venkateswarlu, b</td></tr><tr><td>Title:</td><td>soil carbon sequestration in rainfed production systems in the semiarid tropics of india</td></tr><tr><td>Source:</td><td>science of the total environment, 487, 587-603</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2013.10.006
956,cui (2014),,660,18,2014,388,18,1,"<table><tr><td>Authors:</td><td>cui, bl; dong, ys; jin, z; wang, yf; wang, yq; wei, xr; zhou, wj</td></tr><tr><td>Title:</td><td>natural vegetation restoration is more beneficial to soil surface organic and inorganic carbon sequestration than tree plantation on the loess plateau of china</td></tr><tr><td>Source:</td><td>science of the total environment, 485, 615-623</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2014.03.105
957,jiang (2014),,49,6,2014,30,6,1,"<table><tr><td>Authors:</td><td>jiang, pk; li, bl; li, zm; song, zl; wang, hl; zhou, gm</td></tr><tr><td>Title:</td><td>lithological control on phytolith carbon sequestration in moso bamboo forests</td></tr><tr><td>Source:</td><td>scientific reports, 4</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1038/srep05262
958,axsen (2014),,378,10,2014,264,10,3,"<table><tr><td>Authors:</td><td>axsen, j; cusack, df; hartzell-nichols, l; mackey, krm; shwom, r; white, s</td></tr><tr><td>Title:</td><td>an interdisciplinary assessment of climate engineering strategies</td></tr><tr><td>Source:</td><td>frontiers in ecology and the environment, 12(5), 280-287</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1890/130030
959,dirocco (2014),,462,2,2014,241,2,1,"<table><tr><td>Authors:</td><td>dirocco, tl; evans, sg; potts, md; ramage, bs</td></tr><tr><td>Title:</td><td>accountable accounting: carbon-based management on marginal lands</td></tr><tr><td>Source:</td><td>forests, 5(4), 847-861</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.3390/f5040847
961,gelaw (2014),,541,18,2014,296,18,2,"<table><tr><td>Authors:</td><td>gelaw, am; lal, r; singh, br</td></tr><tr><td>Title:</td><td>soil organic carbon and total nitrogen stocks under different land uses in a semi-arid watershed in tigray, northern ethiopia</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 188, 256-263</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2014.02.035
963,chen (2014),,294,9,2014,210,9,1,"<table><tr><td>Authors:</td><td>chen, wl; gao, y; he, np; wang, qf; yu, gr</td></tr><tr><td>Title:</td><td>long-term effects of different land use types on c, n, and p stoichiometry and storage in subtropical ecosystems: a case study in china</td></tr><tr><td>Source:</td><td>ecological engineering, 67, 171-181</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ecoleng.2014.03.013
964,czaun (2014),,1226,32,2014,172,32,4,"<table><tr><td>Authors:</td><td>czaun, m; goeppert, a; may, rb; narayanan, sr; olah, ga; prakash, gks; zhang, h</td></tr><tr><td>Title:</td><td>easily regenerable solid adsorbents based on polyamines for carbon dioxide capture from the air</td></tr><tr><td>Source:</td><td>chemsuschem, 7(5), 1386-1397</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/cssc.201301114
965,hansen (2014),,128,12,2014,103,12,1,"<table><tr><td>Authors:</td><td>hansen, vd; nestlerode, ja</td></tr><tr><td>Title:</td><td>carbon sequestration in wetland soils of the northern gulf of mexico coastal region</td></tr><tr><td>Source:</td><td>wetlands ecology and management, 22(3), 289-303</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11273-013-9330-6
966,hartmann (2014),,204,15,2014,93,15,3,"<table><tr><td>Authors:</td><td>hartmann, j; moosdorf, n; renforth, p</td></tr><tr><td>Title:</td><td>carbon dioxide efficiency of terrestrial enhanced weathering</td></tr><tr><td>Source:</td><td>environmental science & technology, 48(9), 4809-4816</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/es4052022
967,carr (2014),,69,2,2014,48,2,3,"<table><tr><td>Authors:</td><td>carr, w; preston, c; yung, l</td></tr><tr><td>Title:</td><td>swimming upstream: engaging the american public early on climate engineering</td></tr><tr><td>Source:</td><td>bulletin of the atomic scientists, 70(3), 38-48</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1177/0096340214531180
968,heydarpour (2014),,61,10,2014,56,10,2,"<table><tr><td>Authors:</td><td>heydarpour, e; mahmoodabadi, m</td></tr><tr><td>Title:</td><td>sequestration of organic carbon influenced by the application of straw residue and farmyard manure in two different soils</td></tr><tr><td>Source:</td><td>international agrophysics, 28(2), 169-176</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.2478/intag-2014-0005
969,chen (2014),,641,20,2014,352,20,2,"<table><tr><td>Authors:</td><td>chen, gs; dang, ya; li, sq; lu, cq; pan, sf; ren, w; tao, b; tian, hq; wang, gd; yang, j</td></tr><tr><td>Title:</td><td>climate and land use controls on soil organic carbon in the loess plateau region of china</td></tr><tr><td>Source:</td><td>plos one, 9(5)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0095548
970,brown (2014),,391,14,2014,157,14,6,"<table><tr><td>Authors:</td><td>brown, rc; dumortier, j; hayes, dj; kauffman, n; laird, da</td></tr><tr><td>Title:</td><td>producing energy while sequestering carbon? the relationship between biochar and agricultural productivity</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 63, 167-176</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.biombioe.2014.01.049
971,albaladejo (2014),,628,10,2014,274,10,1,"<table><tr><td>Authors:</td><td>albaladejo, j; garcia-franco, n; goberna, m; martinez-mena, m; wiesmeier, m</td></tr><tr><td>Title:</td><td>carbon dynamics after afforestation of semiarid shrublands: implications of site preparation techniques</td></tr><tr><td>Source:</td><td>forest ecology and management, 319, 107-115</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2014.01.043
972,glatz (2014),,230,6,2014,165,6,3,"<table><tr><td>Authors:</td><td>glatz, g; he, jj; kirchofer, a; rochana, p; wilcox, j</td></tr><tr><td>Title:</td><td>revisiting film theory to consider approaches for enhanced solvent-process design for carbon capture</td></tr><tr><td>Source:</td><td>energy & environmental science, 7(5), 1769-1785</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1039/c4ee00001c
973,blundell (2014),,121,8,2014,73,8,5,"<table><tr><td>Authors:</td><td>blundell, jr; lampitt, rs; popova, ee; robinson, j; srokosz, m; yool, a</td></tr><tr><td>Title:</td><td>how deep is deep enough? ocean iron fertilization and carbon sequestration in the southern ocean</td></tr><tr><td>Source:</td><td>geophysical research letters, 41(7), 2489-2495</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/2013gl058799
974,cormos (2014),,24,11,2014,22,11,3,"<table><tr><td>Authors:</td><td>cormos, cc</td></tr><tr><td>Title:</td><td>renewable hydrogen production concepts from bioethanol reforming with carbon capture</td></tr><tr><td>Source:</td><td>international journal of hydrogen energy, 39(11), 5597-5606</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ijhydene.2014.01.114
975,bright (2014),,104,5,2014,78,5,1,"<table><tr><td>Authors:</td><td>bright, rm; guest, g; singh, b; stromman, ah</td></tr><tr><td>Title:</td><td>life cycle assessment of electric and fuel cell vehicle transport based on forest biomass</td></tr><tr><td>Source:</td><td>journal of industrial ecology, 18(2), 176-186</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/jiec.12098
