id,label,timeset,grain for green,weight<links>,weight<citations>,cluster,url,score<pub._year>,green town,score<norm._citations>,diverging incentives for afforestation from carbon sequestration: an economic analysis of the eu afforestation program in the south of italy,beijing-tianjin sandstorm source control,weight<norm._citations>,weight<total_link_strength>,stimulated,score<citations>,description
937.0,chen (2014),,,1.0,2.0,7.0,http://dx.doi.org/10.1002/jccs.201300356,2014.0,,0.1784,,,0.1784,2.0,,2.0,"<table><tr><td>Authors:</td><td>chen, hc; ding, wh; kuo, hw</td></tr><tr><td>Title:</td><td>determination of carbon- based engineered nanoparticles in marketed fish by microwave- assisted extraction and liquid chromatography- atmospheric pressure photoionization- tandem mass spectrometry</td></tr><tr><td>Source:</td><td>journal of the chinese chemical society, 61(3), 350-356</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
938.0,alberti (2014),,,87.0,12.0,7.0,http://dx.doi.org/10.1371/journal.pone.0091114,2014.0,,1.0706,,,1.0706,171.0,,12.0,"<table><tr><td>Authors:</td><td>alberti, g; baronti, s; calzolari, c; criscuoli, i; favilli, f; martinez, c; miglietta, f; pusceddu, e; rumpel, c; viola, r</td></tr><tr><td>Title:</td><td>carbon sequestration and fertility after centennial time scale incorporation of charcoal into soil</td></tr><tr><td>Source:</td><td>plos one, 9(3)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
939.0,feng (2014),,,173.0,37.0,3.0,http://dx.doi.org/10.1038/ncomms4304,2014.0,,3.3009,,,3.3009,327.0,,37.0,"<table><tr><td>Authors:</td><td>feng, ey; keller, dp; oschlies, a</td></tr><tr><td>Title:</td><td>potential climate engineering effectiveness and side effects during a high carbon dioxide-emission scenario</td></tr><tr><td>Source:</td><td>nature communications, 5</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
940.0,langmann (2014),,,106.0,5.0,5.0,http://dx.doi.org/10.1155/2014/340123,2014.0,,0.4461,,,0.4461,146.0,,5.0,"<table><tr><td>Authors:</td><td>langmann, b</td></tr><tr><td>Title:</td><td>on the role of climate forcing by volcanic sulphate and volcanic ash</td></tr><tr><td>Source:</td><td>advances in meteorology</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
941.0,dunn (2014),,,92.0,4.0,7.0,http://dx.doi.org/10.1002/bbb.1447,2014.0,,0.3569,,,0.3569,298.0,,4.0,"<table><tr><td>Authors:</td><td>dunn, jb; han, j; wang, mq; wang, zc</td></tr><tr><td>Title:</td><td>effects of co-produced biochar on life cycle greenhouse gas emissions of pyrolysis-derived renewable fuels</td></tr><tr><td>Source:</td><td>biofuels bioproducts & biorefining-biofpr, 8(2), 189-204</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
942.0,arjona (2014),,,17.0,9.0,3.0,http://dx.doi.org/10.1002/bbb.1465,2014.0,,0.8029,,,0.8029,36.0,,9.0,"<table><tr><td>Authors:</td><td>arjona, r; haro, p; ollero, p; perales, alv</td></tr><tr><td>Title:</td><td>thermochemical biorefineries with multiproduction using a platform chemical</td></tr><tr><td>Source:</td><td>biofuels bioproducts & biorefining-biofpr, 8(2), 155-170</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
945.0,fan (2014),,,246.0,4.0,2.0,http://dx.doi.org/10.1016/j.soilbio.2013.11.017,2014.0,,0.3569,,,0.3569,368.0,,4.0,"<table><tr><td>Authors:</td><td>fan, jb; he, yq; luo, sm; peng, xh; tan, bc</td></tr><tr><td>Title:</td><td>possible effect of soil organic carbon on its own turnover: a negative feedback</td></tr><tr><td>Source:</td><td>soil biology & biochemistry, 69, 313-319</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
946.0,chen (2014),,,261.0,15.0,2.0,http://dx.doi.org/10.1016/b978-0-12-800138-7.00001-2,2014.0,,1.3382,,,1.3382,447.0,,15.0,"<table><tr><td>Authors:</td><td>chen, f; lal, r; xue, jf; zhang, hl; zhao, x</td></tr><tr><td>Title:</td><td>opportunities and challenges of soil carbon sequestration by conservation agriculture in china</td></tr><tr><td>Source:</td><td>advances in agronomy, vol 124, 124, 1-36</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
947.0,chen (2013),,,338.0,5.0,1.0,http://dx.doi.org/10.1097/ss.0000000000000018,2013.0,,0.2957,,,0.2957,615.0,,5.0,"<table><tr><td>Authors:</td><td>chen, sf; feng, yz; han, xh; ren, gx; yang, gh; zhao, fz</td></tr><tr><td>Title:</td><td>policy-guided nationwide ecological recovery: soil carbon sequestration changes associated with the grain-to-green program in china</td></tr><tr><td>Source:</td><td>soil science, 178(10), 550-555</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
948.0,ciais (2014),,,113.0,66.0,1.0,http://dx.doi.org/10.1073/pnas.1315126111,2014.0,,5.888,,,5.888,169.0,,66.0,"<table><tr><td>Authors:</td><td>ciais, p; li, lzx; myneni, rb; peng, ss; piao, sl; yin, y; zeng, h; zeng, zz; zhou, lm</td></tr><tr><td>Title:</td><td>afforestation in china cools local land surface temperature</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 111(8), 2915-2919</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
949.0,borgschulte (2014),,,157.0,25.0,6.0,http://dx.doi.org/10.1021/es404430g,2014.0,,2.2303,,,2.2303,966.0,,25.0,"<table><tr><td>Authors:</td><td>borgschulte, a; gebald, c; steinfeld, a; wurzbacher, ja; zimmermann, t</td></tr><tr><td>Title:</td><td>single-component and binary co2 and h2o adsorption of amine-functionalized cellulose</td></tr><tr><td>Source:</td><td>environmental science & technology, 48(4), 2497-2504</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
950.0,bruun (2014),,,19.0,14.0,3.0,http://dx.doi.org/10.1016/j.jenvman.2013.10.023,2014.0,,1.249,,,1.249,22.0,,14.0,"<table><tr><td>Authors:</td><td>bruun, s; hutchings, nj; jensen, ls; peters, gm; svanstrom, m; ten hoeve, m</td></tr><tr><td>Title:</td><td>life cycle assessment of pig slurry treatment technologies for nutrient redistribution in denmark</td></tr><tr><td>Source:</td><td>journal of environmental management, 132, 60-70</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
951.0,choi (2014),,,122.0,55.0,6.0,http://dx.doi.org/10.1039/c3ee42328j,2014.0,,4.9067,,,4.9067,689.0,,55.0,"<table><tr><td>Authors:</td><td>choi, j; han, ss; hong, cs; hwang, sy; lee, wr; lim, ks; moon, d; ryu, dw</td></tr><tr><td>Title:</td><td>diamine-functionalized metal-organic framework: exceptionally high co2 capacities from ambient air and flue gas, ultrafast co2 uptake rate, and adsorption mechanism</td></tr><tr><td>Source:</td><td>energy & environmental science, 7(2), 744-751</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
952.0,favero (2014),,,293.0,5.0,3.0,http://dx.doi.org/10.1016/j.reseneeco.2013.11.005,2014.0,,0.4461,,,0.4461,606.0,,5.0,"<table><tr><td>Authors:</td><td>favero, a; massetti, e</td></tr><tr><td>Title:</td><td>trade of woody biomass for electricity generation under climate mitigation policy</td></tr><tr><td>Source:</td><td>resource and energy economics, 36(1), 166-190</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
953.0,alig (2014),,,86.0,5.0,1.0,http://dx.doi.org/10.1016/j.reseneeco.2013.11.001,2014.0,,0.4461,,,0.4461,170.0,,5.0,"<table><tr><td>Authors:</td><td>alig, rj; nielsen, ase; plantinga, aj</td></tr><tr><td>Title:</td><td>mitigating climate change through afforestation: new cost estimates for the united states</td></tr><tr><td>Source:</td><td>resource and energy economics, 36(1), 83-98</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
954.0,balks (2014),,,155.0,1.0,2.0,,2014.0,,0.0892,,,0.0892,200.0,,1.0,"<table><tr><td>Authors:</td><td>balks, m; lewis, r; mudge, p; schipper, la; sparling, gp</td></tr><tr><td>Title:</td><td>changes in soil total c and n contents at three chronosequences after conversion from plantation pine forest to dairy pasture on a new zealand pumice soil</td></tr><tr><td>Source:</td><td>soil research, 52(1), 38-45</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
955.0,ali (2013),,,430.0,2.0,2.0,,2013.0,,0.1183,,,0.1183,722.0,,2.0,"<table><tr><td>Authors:</td><td>ali, t; bangroo, sa; mandi, ss; najar, gr; sofi, ja</td></tr><tr><td>Title:</td><td>carbon and greenhouse gas mitigation through soil carbon sequestration potential of adaptive agriculture and agroforestry systems</td></tr><tr><td>Source:</td><td>range management and agroforestry, 34(1), 1-11</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
956.0,cowie (2014),,,23.0,2.0,3.0,http://dx.doi.org/10.1016/j.biombioe.2013.11.009,2014.0,,0.1784,,,0.1784,24.0,,2.0,"<table><tr><td>Authors:</td><td>cowie, a; downie, a; lau, d; munroe, p</td></tr><tr><td>Title:</td><td>approaches to greenhouse gas accounting methods for biomass carbon</td></tr><tr><td>Source:</td><td>biomass & bioenergy, 60, 18-31</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
957.0,kuznicki (2013),,,18.0,4.0,6.0,http://dx.doi.org/10.1016/j.seppur.2013.10.026,2013.0,,0.2365,,,0.2365,19.0,,4.0,"<table><tr><td>Authors:</td><td>kuznicki, sm; rezaei, s; sawada, ja; tanchuk, b</td></tr><tr><td>Title:</td><td>adsorptive drying of co2 using low grade heat and humid, ambient air</td></tr><tr><td>Source:</td><td>separation and purification technology, 120, 354-361</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
958.0,chen (2014),,,92.0,29.0,3.0,http://dx.doi.org/10.1016/j.energy.2013.08.059,2014.0,,2.5872,,,2.5872,123.0,,29.0,"<table><tr><td>Authors:</td><td>chen, wy; fu, s; kriegler, e; kyle, p; longden, t; luderer, g; pietzcker, rc</td></tr><tr><td>Title:</td><td>long-term transport energy demand and climate policy: alternative visions on transport decarbonization in energy-economy models</td></tr><tr><td>Source:</td><td>energy, 64, 95-108</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
959.0,cotton (2014),,,4.0,2.0,3.0,http://dx.doi.org/10.1016/j.ces.2013.11.035,2014.0,,0.1784,,,0.1784,13.0,,2.0,"<table><tr><td>Authors:</td><td>cotton, a; eatwell-hall, rea; finney, kn; oakey, je; patchigolla, k; sharifi, v; swithenbank, j</td></tr><tr><td>Title:</td><td>quantification of trace element emissions from low-carbon emission energy sources: (i) ca-looping cycle for post-combustion co2 capture and (ii) fixed bed, air blown down-draft gasifier</td></tr><tr><td>Source:</td><td>chemical engineering science, 107, 13-29</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
960.0,ouimet (2013),,,369.0,5.0,1.0,http://dx.doi.org/10.3390/f4041141,2013.0,,0.2957,,,0.2957,671.0,,5.0,"<table><tr><td>Authors:</td><td>ouimet, r; tremblay, s</td></tr><tr><td>Title:</td><td>white spruce plantations on abandoned agricultural land: are they more effective as c sinks than natural succession?</td></tr><tr><td>Source:</td><td>forests, 4(4), 1141-1157</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
961.0,enriquez (2013),,,94.0,4.0,1.0,http://dx.doi.org/10.3390/f4041032,2013.0,,0.2365,,,0.2365,102.0,,4.0,"<table><tr><td>Authors:</td><td>enriquez, ro; lovett, jc; skutsch, m; torres, ab</td></tr><tr><td>Title:</td><td>potential for climate change mitigation in degraded forests: a study from la primavera, mexico</td></tr><tr><td>Source:</td><td>forests, 4(4), 1032-1054</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
962.0,abad (2013),,,16.0,27.0,3.0,http://dx.doi.org/10.1016/j.ijggc.2013.09.012,2013.0,,1.5966,,,1.5966,30.0,,27.0,"<table><tr><td>Authors:</td><td>abad, a; adanez, j; de diego, lf; garcia-labiano, f; gayan, p; mendiara, t</td></tr><tr><td>Title:</td><td>biomass combustion in a clc system using an iron ore as an oxygen carrier</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 19, 322-330</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
963.0,hattori (2014),,,46.0,1.0,5.0,http://dx.doi.org/10.1007/s10872-013-0217-1,2014.0,,0.0892,,,0.0892,94.0,,1.0,"<table><tr><td>Authors:</td><td>hattori, h; isada, t; kudo, i; nosaka, y; saito, h; suzuki, k; tsuda, a</td></tr><tr><td>Title:</td><td>light utilization efficiency of phytoplankton in the western subarctic gyre of the north pacific during summer</td></tr><tr><td>Source:</td><td>journal of oceanography, 70(1), 91-103</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
965.0,damodaran (2014),,,118.0,25.0,6.0,http://dx.doi.org/10.1016/j.polymer.2013.08.002,2014.0,,2.2303,,,2.2303,302.0,,25.0,"<table><tr><td>Authors:</td><td>damodaran, k; david, ne; he, hk; hui, cm; konkolewicz, d; lamson, m; li, ww; matyjaszewski, k; natesakhawat, s; nulwala, h; rappold, t; sugar, g; yaccato, k; zhong, mj</td></tr><tr><td>Title:</td><td>porous polymers prepared via high internal phase emulsion polymerization for reversible co2 capture</td></tr><tr><td>Source:</td><td>polymer, 55(1), 385-394</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
966.0,gebald (2013),,,152.0,26.0,6.0,http://dx.doi.org/10.1021/es401731p,2013.0,,1.5375,,,1.5375,905.0,,26.0,"<table><tr><td>Authors:</td><td>gebald, c; steinfeld, a; tingaut, p; wurzbacher, ja</td></tr><tr><td>Title:</td><td>stability of amine-functionalized cellulose during temperature-vacuum-swing cycling for co2 capture from air</td></tr><tr><td>Source:</td><td>environmental science & technology, 47(17), 10063-10070</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
967.0,bellerby (2014),,,36.0,3.0,5.0,http://dx.doi.org/10.1016/j.jmarsys.2013.09.003,2014.0,,0.2676,,,0.2676,46.0,,3.0,"<table><tr><td>Authors:</td><td>bellerby, rgj; cisewski, b; klaas, c; losch, m; strass, v</td></tr><tr><td>Title:</td><td>ocean state estimation from hydrography and velocity observations during eifex with a regional biogeochemical ocean circulation model</td></tr><tr><td>Source:</td><td>journal of marine systems, 129, 437-451</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
968.0,sun (2014),,,95.0,3.0,1.0,http://dx.doi.org/10.1007/s11442-014-1086-2,2014.0,,0.2676,,,0.2676,119.0,,3.0,"<table><tr><td>Authors:</td><td>sun, xf; yue, tx; zhang, xy; zhao, mw; zhao, n</td></tr><tr><td>Title:</td><td>combining lpj-guess and hasm to simulate the spatial distribution of forest vegetation carbon stock in china</td></tr><tr><td>Source:</td><td>journal of geographical sciences, 24(2), 249-268</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
969.0,abiven (2013),,,124.0,44.0,7.0,http://dx.doi.org/10.1088/1748-9326/8/4/044049,2013.0,,2.6019,,,2.6019,298.0,,44.0,"<table><tr><td>Authors:</td><td>abiven, s; crane-droesch, a; jeffery, s; torn, ms</td></tr><tr><td>Title:</td><td>heterogeneous global crop yield response to biochar: a meta-regression analysis</td></tr><tr><td>Source:</td><td>environmental research letters, 8(4)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
970.0,liu (2013),,,258.0,13.0,2.0,http://dx.doi.org/10.1088/1748-9326/8/4/044003,2013.0,,0.7688,,,0.7688,351.0,,13.0,"<table><tr><td>Authors:</td><td>liu, w; sang, t</td></tr><tr><td>Title:</td><td>potential productivity of the miscanthus energy crop in the loess plateau of china under climate change</td></tr><tr><td>Source:</td><td>environmental research letters, 8(4)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
971.0,greve (2013),,,75.0,7.0,1.0,http://dx.doi.org/10.1038/ncomms3975,2013.0,,0.4139,,,0.4139,96.0,,7.0,"<table><tr><td>Authors:</td><td>greve, m; lykke, am; reyers, b; svenning, jc</td></tr><tr><td>Title:</td><td>spatial optimization of carbon-stocking projects across africa integrating stocking potential with co-benefits and feasibility</td></tr><tr><td>Source:</td><td>nature communications, 4</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
972.0,geuss (2014),,,372.0,23.0,2.0,http://dx.doi.org/10.1111/gcb.12384,2014.0,,2.0519,,,2.0519,775.0,,23.0,"<table><tr><td>Authors:</td><td>geuss, u; hangen, e; hubner, r; kogel-knabner, i; reischl, a; schilling, b; sporlein, p; von lutzow, m; wiesmeier, m</td></tr><tr><td>Title:</td><td>carbon sequestration potential of soils in southeast germany derived from stable soil organic carbon saturation</td></tr><tr><td>Source:</td><td>global change biology, 20(2), 653-665</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
973.0,anwar (2014),,,295.0,11.0,2.0,http://dx.doi.org/10.1016/j.geoderma.2013.10.003,2014.0,,0.9813,,,0.9813,480.0,,11.0,"<table><tr><td>Authors:</td><td>anwar, mr; conyers, mk; liu, dl; o'leary, g</td></tr><tr><td>Title:</td><td>managing wheat stubble as an effective approach to sequester soil carbon in a semi-arid environment: spatial modelling</td></tr><tr><td>Source:</td><td>geoderma, 214, 50-61</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
974.0,gonzalez (2014),,,94.0,8.0,1.0,http://dx.doi.org/10.1016/j.foreco.2013.10.019,2014.0,,0.7137,,,0.7137,115.0,,8.0,"<table><tr><td>Authors:</td><td>gonzalez, p; kroll, b; vargas, cr</td></tr><tr><td>Title:</td><td>tropical rainforest biodiversity and aboveground carbon changes and uncertainties in the selva central, peru</td></tr><tr><td>Source:</td><td>forest ecology and management, 312, 78-91</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
975.0,andersson (2013),,,208.0,14.0,2.0,http://dx.doi.org/10.1071/sr12358,2013.0,,0.8279,,,0.8279,287.0,,14.0,"<table><tr><td>Authors:</td><td>andersson, ko; badgery, wb; lonergan, ve; murphy, bm; rawson, a; simmons, at; van de ven, r</td></tr><tr><td>Title:</td><td>relationship between environmental and land-use variables on soil carbon levels at the regional scale in central new south wales, australia</td></tr><tr><td>Source:</td><td>soil research, 51(7-8), 645-656</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
976.0,cao (2013),,,252.0,5.0,1.0,http://dx.doi.org/10.1371/journal.pone.0082208,2013.0,,0.2957,,,0.2957,434.0,,5.0,"<table><tr><td>Authors:</td><td>cao, js; liu, xp; shen, ht; yu, zq; zeng, xh; zhang, wj; zhao, x</td></tr><tr><td>Title:</td><td>carbon storages in plantation ecosystems in sand source areas of north beijing, china</td></tr><tr><td>Source:</td><td>plos one, 8(12)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
977.0,fouad (2014),,,35.0,0.0,2.0,http://dx.doi.org/10.1016/j.jaridenv.2013.10.007,2014.0,,0.0,,,0.0,38.0,,0.0,"<table><tr><td>Authors:</td><td>fouad, y; loum, m; nicolas, h; viaud, v; walter, c</td></tr><tr><td>Title:</td><td>retrospective and prospective dynamics of soil carbon sequestration in sahelian agrosystems in senegal</td></tr><tr><td>Source:</td><td>journal of arid environments, 100, 100-105</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
978.0,harrison (2013),,,174.0,5.0,5.0,http://dx.doi.org/10.1504/ijgw.2013.055360,2013.0,,0.2957,,,0.2957,488.0,,5.0,"<table><tr><td>Authors:</td><td>harrison, dp</td></tr><tr><td>Title:</td><td>a method for estimating the cost to sequester carbon dioxide by delivering iron to the ocean</td></tr><tr><td>Source:</td><td>international journal of global warming, 5(3), 231-254</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
979.0,arrieta (2013),,,100.0,64.0,5.0,http://dx.doi.org/10.1073/pnas.1309345110,2013.0,,3.7846,,,3.7846,210.0,,64.0,"<table><tr><td>Authors:</td><td>arrieta, jm; assmy, p; bathmann, u; berg, gm; breitbarth, e; cisewski, b; friedrichs, l; fuchs, n; henjes, j; herndl, gj; jansen, s; klaas, c; kragefsky, s; latasa, m; montresor, m; peeken, i; rottgers, r; scharek, r; schuller, se; smetacek, v; steigenberger, s; strass, vh; webb, a; wolf-gladrow, d</td></tr><tr><td>Title:</td><td>thick-shelled, grazer-protected diatoms decouple ocean carbon and silicon cycles in the iron-limited antarctic circumpolar current</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 110(51), 20633-20638</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
980.0,davies (2013),,,24.0,26.0,2.0,http://dx.doi.org/10.1016/j.foreco.2013.07.051,2013.0,,1.5375,,,1.5375,27.0,,26.0,"<table><tr><td>Authors:</td><td>davies, gm; gray, a; legg, cj; rein, g</td></tr><tr><td>Title:</td><td>peat consumption and carbon loss due to smouldering wildfire in a temperate peatland</td></tr><tr><td>Source:</td><td>forest ecology and management, 308, 169-177</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
981.0,heinze (2013),,,82.0,7.0,3.0,http://dx.doi.org/10.1002/2013gl057981,2013.0,,0.4139,,,0.4139,166.0,,7.0,"<table><tr><td>Authors:</td><td>heinze, c; ilyina, t; munhoven, g; wolf-gladrow, d</td></tr><tr><td>Title:</td><td>assessing the potential of calcium-based artificial ocean alkalinization to mitigate rising atmospheric co2 and ocean acidification</td></tr><tr><td>Source:</td><td>geophysical research letters, 40(22), 5909-5914</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
982.0,drury (2013),,,333.0,10.0,2.0,http://dx.doi.org/10.1080/09064710.2013.816363,2013.0,,0.5913,,,0.5913,686.0,,10.0,"<table><tr><td>Authors:</td><td>drury, cf; wander, mm; yang, xm</td></tr><tr><td>Title:</td><td>a wide view of no-tillage practices and soil organic carbon sequestration</td></tr><tr><td>Source:</td><td>acta agriculturae scandinavica section b-soil and plant science, 63(6), 523-530</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
983.0,bampa (2014),,,186.0,45.0,2.0,http://dx.doi.org/10.1111/gcb.12292,2014.0,,4.0146,,,4.0146,274.0,,45.0,"<table><tr><td>Authors:</td><td>bampa, f; jones, a; lugato, e; montanarella, l; panagos, p</td></tr><tr><td>Title:</td><td>a new baseline of organic carbon stock in european agricultural soils using a modelling approach</td></tr><tr><td>Source:</td><td>global change biology, 20(1), 313-326</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
985.0,akujarvi (2013),,,240.0,11.0,1.0,http://dx.doi.org/10.5194/bg-10-7053-2013,2013.0,,0.6505,,,0.6505,452.0,,11.0,"<table><tr><td>Authors:</td><td>akujarvi, a; chang, ry; fu, bj; jin, tt; liski, j; lu, n; wang, yf; wu, x</td></tr><tr><td>Title:</td><td>soil organic carbon dynamics of black locust plantations in the middle loess plateau area of china</td></tr><tr><td>Source:</td><td>biogeosciences, 10(11), 7053-7063</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
987.0,david (2013),,,167.0,22.0,6.0,http://dx.doi.org/10.1002/adfm.201300401,2013.0,,1.301,,,1.301,387.0,,22.0,"<table><tr><td>Authors:</td><td>david, ne; gelb, j; he, hk; konkolewicz, d; kotwal, n; matyjaszewski, k; merkle, a; rappold, t; sugar, g; yacatto, k; zhong, mj</td></tr><tr><td>Title:</td><td>three-dimensionally ordered macroporous polymeric materials by colloidal crystal templating for reversible co2 capture</td></tr><tr><td>Source:</td><td>advanced functional materials, 23(37), 4720-4728</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
988.0,burgess (2013),,,228.0,21.0,2.0,http://dx.doi.org/10.1007/s11104-013-1733-x,2013.0,,1.2418,,,1.2418,334.0,,21.0,"<table><tr><td>Authors:</td><td>burgess, pj; upson, ma</td></tr><tr><td>Title:</td><td>soil organic carbon and root distribution in a temperate arable agroforestry system</td></tr><tr><td>Source:</td><td>plant and soil, 373(1-2), 43-58</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
989.0,feng (2013),,,111.0,5.0,1.0,http://dx.doi.org/10.1007/s11027-012-9420-4,2013.0,,0.2957,,,0.2957,131.0,,5.0,"<table><tr><td>Authors:</td><td>feng, zd; peng, hh; peng, sz; sher, h; wang, c; wang, y; xu, zl; zhang, f; zhao, cy; zhao, y; zheng, xl</td></tr><tr><td>Title:</td><td>estimating realized and potential carbon storage benefits from reforestation and afforestation under climate change: a case study of the qinghai spruce forests in the qilian mountains, northwestern china</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 18(8), 1257-1268</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
991.0,almeida (2013),,,202.0,34.0,1.0,http://dx.doi.org/10.1007/s10584-013-0882-5,2013.0,,2.0106,,,2.0106,310.0,,34.0,"<table><tr><td>Authors:</td><td>almeida, a; carwardine, j; crawford, df; hawkins, cs; hobbs, tj; jovanovic, t; opie, k; paul, ki; polglase, pj; reeson, a; siggins, aw; turner, j</td></tr><tr><td>Title:</td><td>potential for forest carbon plantings to offset greenhouse emissions in australia: economics and constraints to implementation</td></tr><tr><td>Source:</td><td>climatic change, 121(2), 161-175</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
992.0,aleinikoviene (2013),,,121.0,1.0,2.0,,2013.0,,0.0591,,,0.0591,138.0,,1.0,"<table><tr><td>Authors:</td><td>aleinikoviene, j; armolaitis, k; garbaravicius, p; lubyte, j; zekaite, v</td></tr><tr><td>Title:</td><td>stability of soil organic carbon in agro and forest ecosystems on arenosol</td></tr><tr><td>Source:</td><td>zemdirbyste-agriculture, 100(3), 227-234</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
993.0,jenkins (2013),,,256.0,8.0,3.0,http://dx.doi.org/10.1016/j.energy.2013.08.006,2013.0,,0.4731,,,0.4731,599.0,,8.0,"<table><tr><td>Authors:</td><td>jenkins, bg; kruger, t; renforth, p</td></tr><tr><td>Title:</td><td>engineering challenges of ocean liming</td></tr><tr><td>Source:</td><td>energy, 60, 442-452</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
994.0,arthur (2013),,,184.0,1.0,2.0,http://dx.doi.org/10.1016/j.scitotenv.2012.12.029,2013.0,,0.0591,,,0.0591,221.0,,1.0,"<table><tr><td>Authors:</td><td>arthur, m; barton, c; coyne, m; littlefield, t</td></tr><tr><td>Title:</td><td>factors controlling carbon distribution on reforested minelands and regenerating clearcuts in appalachia, usa</td></tr><tr><td>Source:</td><td>science of the total environment, 465, 240-247</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
995.0,agrawal (2013),,,209.0,6.0,2.0,http://dx.doi.org/10.1016/j.ecoleng.2013.07.020,2013.0,,0.3548,,,0.3548,289.0,,6.0,"<table><tr><td>Authors:</td><td>agrawal, m; bohra, js; pandey, d</td></tr><tr><td>Title:</td><td>impact of four tillage permutations in rice-wheat system on ghg performance of wheat cultivation through carbon footprinting</td></tr><tr><td>Source:</td><td>ecological engineering, 60, 261-270</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
996.0,aoki (2014),,,82.0,11.0,3.0,http://dx.doi.org/10.1016/j.renene.2012.09.064,2014.0,,0.9813,,,0.9813,119.0,,11.0,"<table><tr><td>Authors:</td><td>aoki, k; fuss, s; kindermann, g; kraxner, f; leduc, s; obersteiner, m; tak, ki; yamagata, y; yang, j</td></tr><tr><td>Title:</td><td>beccs in south korea-analyzing the negative emissions potential of bioenergy as a mitigation tool</td></tr><tr><td>Source:</td><td>renewable energy, 61, 102-108</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"
997.0,lin (2013),,,96.0,92.0,6.0,http://dx.doi.org/10.1002/marc.201300288,2013.0,,5.4404,,,5.4404,220.0,,92.0,"<table><tr><td>Authors:</td><td>lin, sj; theato, p</td></tr><tr><td>Title:</td><td>co2-responsive polymers</td></tr><tr><td>Source:</td><td>macromolecular rapid communications, 34(14), 1118-1133</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"
